bvid,title,top_words,top_scores
BV1TrFUegEQv,你为什么总是压力很大？6个方法养成抗压体质，拒绝焦虑内耗！,情緒 | 壓力 | 大腦 | 環節 | 身體 | 行動 | 有效 | 焦慮 | 平靜 | 思維,0.4059 | 0.3169 | 0.3005 | 0.2121 | 0.1988 | 0.167 | 0.1537 | 0.1531 | 0.1525 | 0.1525
BV15CpCzpEue,律师的压力还是太大了 这么小众的爱好也能同频,石頭 | 刷牙 | 特別 | 怎麼 | 很棒 | 我會 | 十分 | 能量 | 出來 | 早上,0.7911 | 0.2201 | 0.2023 | 0.1594 | 0.1353 | 0.1173 | 0.1087 | 0.1052 | 0.0916 | 0.083
BV1ER4y1Y7cU,拜年同辈压力！二本计算机竟碾压211建筑学,加班 | 努力 | 表弟 | 是因为 | 工作 | 选择 | 清楚 | 周日 | 周六 | 通道,0.3342 | 0.3145 | 0.3069 | 0.232 | 0.2164 | 0.1936 | 0.1818 | 0.1792 | 0.1792 | 0.1749
BV1Y64y117Xw,第1期（上）：职场到底有多“卷”？【非正式会谈第6.5季】,收看 | 欢迎 | 歡迎 | 放手 | 老板 | 谢谢 | 公司 | 貨幣 | 朋友 | 工作,0.4577 | 0.3802 | 0.1533 | 0.1492 | 0.1489 | 0.1478 | 0.1471 | 0.1424 | 0.1284 | 0.1278
BV1W44y1M7Qv,职场996，无处不在的内卷，人生注定要吃苦吗？【武志红】,热爱 | 层级 | 感觉 | 建立 | 关系 | 思维 | 体验 | 真实 | 高手 | 品质,0.4733 | 0.3712 | 0.2708 | 0.2579 | 0.2374 | 0.2182 | 0.1966 | 0.1773 | 0.1721 | 0.1219
BV1B84y1z7NE,程序员的快乐瞬间,一會 | 準備,0.7923 | 0.6101
BV1FK4y1E7fY,【睡前消息186】如果劳动法被修改，996真可能合法化？,劳动 | 深圳 | 特朗普 | 美国 | 企业 | 国家 | 公司 | 劳动法 | 农民 | 改革,0.6634 | 0.2157 | 0.2055 | 0.2018 | 0.1409 | 0.1409 | 0.1367 | 0.1317 | 0.1153 | 0.1039
BV1qGSwBoEMe,烂工作和失业，选哪个更痛苦？送给正在迷茫中的朋友们,工作 | 痛苦 | 失業 | 山河 | 问题 | 折磨 | 一個 | 利用 | 上班 | 承受,0.5081 | 0.4387 | 0.241 | 0.1801 | 0.115 | 0.1135 | 0.1019 | 0.1009 | 0.0968 | 0.0947
BV1EeMCztE8U,挑战花100块买十份拼好饭，看看能不能吃饱,一個 | 再來 | 脆脆 | 猫猫 | 幾塊 | 這是 | 一塊 | 一下 | 牛肉 | 一口,0.5026 | 0.2561 | 0.239 | 0.2094 | 0.1847 | 0.1782 | 0.1771 | 0.1653 | 0.1631 | 0.1384
BV1Jo4y1L7C7,为什么感觉现在老百姓怨气越来越重了？,费用 | 工作 | 问题 | 导致 | 公资 | 不花 | 房价 | 专家 | 保险 | 月底,0.3169 | 0.2234 | 0.2024 | 0.1877 | 0.1585 | 0.1521 | 0.1521 | 0.147 | 0.147 | 0.147
BV1PZGCz2Erp,生啃牛睾丸增肌，蟑螂嘎嘣脆蛋白棒，肝王细菌感染彻底疯狂,老婆 | 體驗 | 一百 | 感染 | 良心 | 乾脆 | 蛋白 | 瞬間 | 非洲 | 一樣,0.2896 | 0.2388 | 0.2235 | 0.1783 | 0.1783 | 0.1783 | 0.1783 | 0.1783 | 0.1736 | 0.1639
BV1Uh411N7Us,躺平圣地？700元/月的海景房两个月体验分享，优缺点明显,一個 | 公里 | 大海 | 海邊 | 焦慮 | 畢業 | 市場 | 空調 | 海景房 | 特別,0.69 | 0.1641 | 0.1586 | 0.1523 | 0.1274 | 0.1252 | 0.1231 | 0.1015 | 0.1015 | 0.1014
BV1sT4y1C7Nm,原神2.5直播名场景，雷神摆烂,開心 | 你別 | 嘿嘿嘿 | 新年 | 第一期 | 陪伴 | 兩天 | 擔心 | 趕緊 | 還沒有,0.4371 | 0.2523 | 0.2448 | 0.2448 | 0.2448 | 0.2274 | 0.2274 | 0.2274 | 0.2228 | 0.2146
BV1c34y1674D,学生时代的死要面子活受罪,学生 | 父亲 | 讲话 | 就行了 | 我学 | 大神 | 成绩 | 太太 | 回家 | 学校,0.4514 | 0.3641 | 0.3379 | 0.2523 | 0.1689 | 0.1605 | 0.157 | 0.157 | 0.1451 | 0.1275
BV1UD4y1u71o,许益凡：生娃时，医生在手术台上说：那你们互联网工作压力挺大,妈妈 | 小孩 | 工作 | 角色 | 一层 | 过程 | 比如说 | 问题 | 画面 | 影响,0.3623 | 0.311 | 0.22 | 0.1961 | 0.1904 | 0.1886 | 0.1753 | 0.1562 | 0.136 | 0.1315
BV1qT4y1f7Ub,【后背 内卷】你承认吧！ 你就是馋他没痘的身子！！！,目标 | 能够 | 皮肤 | 成分 | 关心 | 解决 | 促进 | 三位 | 味道 | 问题,0.2699 | 0.2531 | 0.2298 | 0.226 | 0.2024 | 0.1845 | 0.1801 | 0.1701 | 0.17 | 0.1653
BV1av1NYWENg,在魔都上海18块吃碳水大餐，当牛马一天唯有碳水才能让我快乐,土豆 | 三块 | 东西 | 进去 | 兄弟姐妹 | 几个 | 辣椒 | 干杯 | 赶紧 | 好吃,0.389 | 0.2212 | 0.2074 | 0.1985 | 0.1879 | 0.187 | 0.1823 | 0.1732 | 0.16 | 0.1576
BV17U4y1m7XN,花4000请妈妈来帮忙照顾女儿，她过的不开心，我应该让她回去嘛？仔细想想，她把我拉扯大已完成任务，不该把自己的压力再给到她，晚年她过的幸福开心就好…,永遠 | 不會 | 天子 | 六點 | 那怕 | 錯過 | 你還 | 放棄 | 一人 | 眼光,0.4541 | 0.3056 | 0.2878 | 0.2763 | 0.2669 | 0.259 | 0.2521 | 0.2312 | 0.2271 | 0.2233
BV1v14y197RS,这4个可以拯救打工人的神器，打死也不删！,立马 | 报告 | 口语 | 上传 | 图片 | 资料 | 中文 | 英雄 | 内容 | 进去,0.433 | 0.3569 | 0.3506 | 0.2168 | 0.1998 | 0.1784 | 0.1708 | 0.1664 | 0.1467 | 0.1374
BV1EV4y1B7cu,自⚡由⚡宣⚡言!,太多 | 挑戰 | 牛排 | 酒精 | 天真 | 案子 | 舞蹈 | 學校 | 哪有 | 同學,0.511 | 0.4115 | 0.2375 | 0.2375 | 0.2375 | 0.2305 | 0.2243 | 0.2141 | 0.2098 | 0.1926
BV1wZ4y1m7g7,老板：遇到你是我的霉气(三),公司 | 下班 | 工作 | 上去 | 報仇 | 回報 | 公信 | 八個 | 會給 | 延遲,0.6487 | 0.43 | 0.2094 | 0.1672 | 0.1485 | 0.1425 | 0.1425 | 0.1377 | 0.1377 | 0.1301
BV1f5411i76U,35岁存款100万属于什么水平？不谈恋爱不结婚躺平吃利息的生活你羡慕吗？,大哥 | 爱情 | 追求 | 生活 | 卫生 | 存款 | 外卖 | 家庭 | 自由 | 选择,0.6295 | 0.2665 | 0.219 | 0.2095 | 0.204 | 0.204 | 0.174 | 0.1334 | 0.118 | 0.1005
BV1qf4y1g7yG,【内卷的代价】欢迎收看《法Z节目》——内卷的代价；本视频纯属娱乐，切勿当真；珍爱生命，拒绝内卷，从我做起⚠️（模仿Papi酱视频）,内卷 | 学生 | 接到 | 犯罪 | 学习 | 行为 | 一名 | 节目 | 不住 | 控制,0.5284 | 0.3453 | 0.2268 | 0.1761 | 0.1675 | 0.149 | 0.1414 | 0.1366 | 0.1286 | 0.114
BV1ba411D72Z,7.13 B站事故当事人：这是我从业以来压力最大的一晚,一個 | 發現 | 請求 | 理解 | 版本 | 流量 | 業務 | 用戶 | 視頻 | 報告,0.4857 | 0.2352 | 0.2071 | 0.1892 | 0.1733 | 0.1733 | 0.1675 | 0.1675 | 0.147 | 0.1467
BV1HU4y1t7eu,《 准 点 下 班 ？ 呸 ！ 恶 心 ！》,核心 | 主管 | 了解 | 注重 | 哥哥 | 加班 | 下巴 | 公資 | 習慣 | 簡直,0.5121 | 0.4762 | 0.3472 | 0.2249 | 0.1784 | 0.1398 | 0.1232 | 0.1232 | 0.119 | 0.119
BV1nu41147L1,人大代表谈为什么极力反对996，工作8小时已经是极限了，对此，你怎么看？,八角 | 八小時 | 確實 | 社會 | 三個 | 整個 | 剩下 | 其實 | 休息 | 一個,0.8151 | 0.2717 | 0.2171 | 0.199 | 0.1969 | 0.1856 | 0.1684 | 0.1595 | 0.1452 | 0.1274
BV1qg4y1L7fu,”多希望我二十岁能有人告诉我这个道理！“,當時 | 支撐 | 風扇 | 當年 | 永遠 | 你好 | 你們 | 他還 | 對方 | 的關,0.8479 | 0.2109 | 0.2025 | 0.1695 | 0.1664 | 0.1418 | 0.1196 | 0.0949 | 0.0924 | 0.0902
BV1HN2EYLE2x,造价两千亿的骨灰级社区，绿地长岛只剩你一个人，是什么体验？,电梯 | 样子 | 每天 | 快点 | 吃饭 | 社群 | 小区 | 仿佛 | 独自 | 来回,0.2534 | 0.208 | 0.2035 | 0.2025 | 0.1764 | 0.1689 | 0.1639 | 0.1596 | 0.1596 | 0.1557
BV1Bh7JzyE8L,一口气讲完六大鱼油谣言｜99%的人都中招!!运动学博士的深度解析,检测 | 维生素 | 认识 | 比例 | 大脑 | 分为 | 训练 | 一批 | 提高 | 达到,0.2558 | 0.227 | 0.2207 | 0.2074 | 0.1977 | 0.1866 | 0.1683 | 0.1624 | 0.1556 | 0.1386
BV1nm4y1t7t5,【速效休息】20分钟躺平冥想，重启大脑提高专注力,呼氣 | 吸氣 | 意識 | 繼續 | 感受 | 下降 | 身體 | 整個 | 明顯 | 胸部,0.3428 | 0.3291 | 0.2754 | 0.2441 | 0.2271 | 0.2042 | 0.1915 | 0.1862 | 0.1574 | 0.1469
BV1j7iRY2EnJ,你们口中的崩溃，我们习以为常的996,開始,1.0
BV1bQBCYrEtH,我跟麟麟七被铁链绑在了一起！ROBLOX,上來 | 快快 | 這邊 | 一下 | 上面 | 上去 | 怎麼 | 過來 | 别跑 | 一點,0.4503 | 0.3361 | 0.2981 | 0.2542 | 0.2279 | 0.2012 | 0.1621 | 0.1547 | 0.143 | 0.1389
BV1Wt411J7nb,【演讲】哈佛才女许吉如，我的朝九晚五是早上9点到凌晨5点，每个行业都有它黎明前的黑夜,蛋糕 | 行业 | 职业 | 行業 | 一個 | 一块 | 表情 | 一端 | 每个 | 觀眾,0.429 | 0.2569 | 0.1907 | 0.1635 | 0.1528 | 0.1393 | 0.1362 | 0.1349 | 0.1289 | 0.1264
BV1gb4y1U7vV,如何卷赢古代做题家？【小约翰】,中國 | 古代 | 皇帝 | 一個 | 考試 | 帝國 | 人才 | 時期 | 社會 | 百姓,0.3886 | 0.2714 | 0.2358 | 0.2252 | 0.2125 | 0.1591 | 0.1344 | 0.127 | 0.1126 | 0.1089
BV1rP411K7BE,外卖超时了，顾客不要了…,取消 | 不算 | 商家 | 打电话 | 告诉 | 出发 | 吃饭 | 考虑 | 充足 | 太行,0.4531 | 0.285 | 0.2656 | 0.2313 | 0.2289 | 0.205 | 0.1786 | 0.1639 | 0.1283 | 0.1283
BV1ex4y1e7w6,上节目摆烂带娃，女儿哭了我也跟着哭【P1】,女儿 | 专家 | 延续 | 老爸 | 一号 | 女人 | 牛奶 | 情绪 | 爸爸妈妈 | 对不起,0.2944 | 0.2682 | 0.2314 | 0.2168 | 0.1851 | 0.1786 | 0.1689 | 0.15 | 0.1388 | 0.1373
BV1as4y1A7v5,”这tm才叫专家！“,天下 | 拥有 | 看法 | 继续 | 一头 | 始终 | 思想 | 武器 | 拿来 | 事业,0.8195 | 0.2759 | 0.2462 | 0.1736 | 0.1562 | 0.1516 | 0.1307 | 0.1307 | 0.1267 | 0.1267
BV1Jh411w71m,老板不在又可以摆烂,配件 | 早安 | 擺爛 | 身體 | 下班 | 世界 | 一個,0.8197 | 0.4603 | 0.2223 | 0.1562 | 0.1388 | 0.1101 | 0.1043
BV1EZ4y1Q7pp,大学生期末复习现状,没事 | 睡觉 | 明天 | 凌晨 | 大学生 | 今晚 | 帮忙 | 两点 | 打游戏 | 偷偷,0.4803 | 0.3451 | 0.3051 | 0.2335 | 0.2273 | 0.2169 | 0.2169 | 0.2169 | 0.2048 | 0.1951
BV1Ve4y1e7yT,有一个摆烂的老师是什么体验？下课跑的比谁都快！,白毛 | 魔法 | 一模 | 询问 | 表示 | 同学 | 两人 | 立刻 | 推荐 | 学生,0.6097 | 0.2039 | 0.1997 | 0.1696 | 0.1559 | 0.1492 | 0.1355 | 0.1337 | 0.1337 | 0.1256
BV1WADnYFE5n,有人说中国根本没这样的地方，是P图P出来的，为什么广州打工更好,公園 | 大城市 | 街道 | 活著 | 中央 | 之間 | 北京 | 一個 | 至少 | 人覺,0.3138 | 0.2942 | 0.2863 | 0.1961 | 0.172 | 0.1639 | 0.1514 | 0.1422 | 0.1227 | 0.109
BV1ui4y1U7p7,网课开摄像头的内卷现状。。。,中途 | 报销 | 创新 | 可乐 | 吃掉 | 上课 | 重量 | 我妈 | 中午 | 习惯,0.3636 | 0.3491 | 0.3272 | 0.3272 | 0.3185 | 0.3108 | 0.3108 | 0.2921 | 0.2589 | 0.2443
BV13X4y1b7WG,2023年下半年，国内就业压力将呈现【地狱级】难度,國內 | 工廠 | 失業 | 外企 | 疫情 | 大量 | 導致 | 就業 | 工作 | 人口,0.308 | 0.2777 | 0.2777 | 0.2126 | 0.2051 | 0.2049 | 0.1813 | 0.1813 | 0.1756 | 0.1618
BV1Xt42147Wz,大型纪录片《最完美的牲口》持续为您播出,完美 | 生病 | 干活 | 效率 | 休息 | 专家 | 笑话 | 对此 | 看成 | 大型,0.4604 | 0.324 | 0.2948 | 0.2419 | 0.1784 | 0.1669 | 0.162 | 0.162 | 0.1577 | 0.1539
BV1VaFzesEiB,这个发达国家的学生，能有多绝望？,韓國 | 大學 | 學習 | 個小時 | 學生 | 教育 | 考上 | 畢業生 | 數據 | 一個,0.8326 | 0.2814 | 0.1654 | 0.1269 | 0.1133 | 0.0925 | 0.0898 | 0.0774 | 0.0764 | 0.0758
BV17m4y1S7Yd,刻晴摆烂现状,心思 | 放弃 | 主动 | 波动 | 定制 | 专门 | 老公 | 背后 | 一套 | 想想,0.4787 | 0.389 | 0.3661 | 0.2655 | 0.2394 | 0.2221 | 0.2186 | 0.1904 | 0.1866 | 0.1831
BV1vB4y147SX,用爆款歌曲《再见莫妮卡》告诉你，音乐抄手圈有多离谱！这一期我Yue了好几次,一分 | 咖啡 | 音乐 | 关系 | 上线 | 起诉 | 版权 | 节目 | 一下 | 平台,0.4474 | 0.3552 | 0.3457 | 0.2037 | 0.175 | 0.1692 | 0.1624 | 0.1533 | 0.1421 | 0.1392
BV1KD4y167PE,【单身情歌】最摆烂版,单身 | 舞蹈 | 永远 | 到处 | 全天 | 每个 | 留下 | 记得 | 没钱 | 反正,0.6323 | 0.5532 | 0.2425 | 0.2263 | 0.1624 | 0.142 | 0.12 | 0.0989 | 0.0902 | 0.0885
BV1hy421a7NW,亡国妖妃摆烂，禁欲新帝真香29,河南 | 王國 | 心底 | 進來 | 美人 | 男人 | 士兵 | 逃跑 | 一笑 | 皇帝,0.4405 | 0.3059 | 0.2837 | 0.2335 | 0.2203 | 0.1467 | 0.1418 | 0.1376 | 0.1376 | 0.134
BV18CJCzrESw,下班了到山姆吃自助顺便做一顿超级无敌豪华大餐,好吃 | 来来来 | 感觉 | 烤鱼 | 下去 | 辣椒 | 味道 | 再来 | 小葱 | 赶紧,0.2608 | 0.2081 | 0.205 | 0.1717 | 0.1715 | 0.1609 | 0.1565 | 0.1345 | 0.1341 | 0.1324
BV1Da4y1V7RK,假期来了，我发现我的员工居然…,老板 | 规定 | 报销 | 五一 | 跑车 | 开除 | 上方 | 公司 | 取消 | 客户,0.4836 | 0.3379 | 0.2019 | 0.2019 | 0.2019 | 0.195 | 0.1842 | 0.1837 | 0.1722 | 0.1689
BV1ynL8zLESy,那些实习生带来的震撼！,爸媽 | 還給 | 實習 | 天天 | 技巧 | 搞定 | 出來 | 那麼 | 不會 | 工作,0.3759 | 0.2406 | 0.2324 | 0.2131 | 0.1977 | 0.1977 | 0.1451 | 0.1382 | 0.1331 | 0.1325
BV1q24y1o7JB,【重启大脑】20min躺平冥想，恢复脑力，行动力提升 | 专注系列03,身体 | 感受 | 手指 | 肩膀 | 整条 | 呼吸 | 感觉 | 这句 | 小腿 | 眼睛,0.4557 | 0.3828 | 0.2414 | 0.2241 | 0.2098 | 0.1943 | 0.1822 | 0.1668 | 0.1621 | 0.1604
BV1qY4y1g7ZT,【每天一遍，禁止摆烂】这才是真正的野心家，零绯闻专心搞事业,聚集 | 學習 | 放棄 | 展示 | 不會 | 成功 | 會不會 | 會議 | 一個 | 演示,0.6721 | 0.3987 | 0.225 | 0.1902 | 0.1487 | 0.1373 | 0.1344 | 0.1299 | 0.1218 | 0.1171
BV1vputzCEgq,建造七万套海景房的恒大海花岛，现在月租五百多都没人来,出行 | 二号 | 左右 | 八百 | 价格 | 三块 | 两块 | 三十 | 期权 | 香菜,0.2178 | 0.1994 | 0.1798 | 0.1747 | 0.1733 | 0.1633 | 0.1602 | 0.1547 | 0.133 | 0.1277
BV11s4y1S7R7,有点摆烂，又有点积极,明天 | 开玩笑 | 大不了 | 拍照 | 可不 | 隔壁 | 睡觉 | 一套 | 漂亮 | 心里,0.4425 | 0.3387 | 0.3146 | 0.3082 | 0.3082 | 0.292 | 0.2503 | 0.2453 | 0.2429 | 0.2322
BV1YP41187an,这回老板你满意了吧？,想到 | 加班 | 社会 | 形势 | 大局 | 天主 | 能带 | 比较 | 得出 | 心思,0.4433 | 0.3346 | 0.2428 | 0.2049 | 0.1967 | 0.1967 | 0.19 | 0.1831 | 0.1751 | 0.1713
BV1Ku4y1P7v1,告别内卷回老家盖个小别墅，生活真太安逸了,打游戏 | 压疑 | 成立 | 买房 | 我行 | 开心 | 太过 | 生活 | 立马 | 我家,0.3395 | 0.3227 | 0.2359 | 0.2066 | 0.2066 | 0.2026 | 0.1762 | 0.1697 | 0.1594 | 0.1495
BV1YW4y1o7Mn,被迫躺平，曹操也想努力呀，可是环境不允许,保守 | 中国 | 行不行 | 冲击 | 不行 | 全世界 | 中文 | 干什么 | 完美 | 发展,0.5082 | 0.4765 | 0.2442 | 0.1945 | 0.1871 | 0.1547 | 0.1481 | 0.1308 | 0.1296 | 0.1191
BV1uo4y1f7Ba,2020国际华语辩论邀请赛,问题 | 价值 | 内卷 | 比赛 | 创造 | 选择 | 内据 | 环节 | 告诉 | 老板,0.4645 | 0.3424 | 0.2212 | 0.1966 | 0.1928 | 0.1663 | 0.1659 | 0.1252 | 0.1144 | 0.1089
BV1Rp4y1q7yF,2020年，一次西式价值观在中文互联网的大败亡,国家 | 新冠 | 经济 | 今年 | 西方 | 发展 | 世界 | 主导 | 英国 | 先进,0.3499 | 0.2629 | 0.2434 | 0.2038 | 0.1993 | 0.1667 | 0.1465 | 0.1417 | 0.1398 | 0.1361
BV1mr4y1R7N7,打工人每天起床的真实写照，哈哈哈哈哈哈哈,手機 | 發現 | 認識 | 前一天 | 第二天 | 清醒 | 自然 | 三十 | 回來 | 起床,0.4533 | 0.2344 | 0.2165 | 0.1806 | 0.1787 | 0.1628 | 0.1622 | 0.1511 | 0.1387 | 0.1387
BV1Mt4y1e7JY,早安，打工人！,工人 | 打工 | 努力 | 勇敢 | 信念 | 早安 | 大工 | 困難 | 點了 | 六個,0.8626 | 0.1426 | 0.1174 | 0.11 | 0.11 | 0.11 | 0.1062 | 0.1062 | 0.1062 | 0.1062
BV17b4y1b7JJ,“人类内卷行为大赏 ”,老板 | 公司 | 偷偷 | 热爱 | 十分钟 | 学习 | 五分钟 | 工作 | 太过 | 一支,0.4392 | 0.3708 | 0.3191 | 0.2361 | 0.2177 | 0.1885 | 0.1574 | 0.1496 | 0.139 | 0.139
BV1UBPMzPE9p,满级星梦AUG渡劫局，目前996个头，还差4个头，满一千淘汰，解锁新功能！,起到 | 艰难 | 老板 | 合格 | 接到 | 保护 | 接下 | 上来 | 每次 | 有个,0.3099 | 0.2164 | 0.2131 | 0.1886 | 0.1858 | 0.161 | 0.161 | 0.1538 | 0.1475 | 0.1475
BV14g411j7m4,我为什么放弃几十万年薪，从字节跳动离职了？珍惜生命，逃离996。,重复 | 机器 | 生活 | 凌晨 | 发热 | 一篇 | 免费 | 发挥 | 情况 | 有限,0.328 | 0.2248 | 0.2048 | 0.187 | 0.182 | 0.1702 | 0.1587 | 0.1587 | 0.157 | 0.154
BV1byjuzwEgu,陈翔六点半：当一个普通打工人上班路上突发意外,三千 | 电话 | 三倍 | 明天 | 冷静 | 公司 | 一块 | 打电话 | 出事 | 到来,0.4022 | 0.1961 | 0.1848 | 0.1697 | 0.1686 | 0.1682 | 0.1636 | 0.1609 | 0.1609 | 0.1576
BV1UG411P7gg,神秘的隧道，明明长度不足3公里，客车却怎么开不出去,司机 | 刺激 | 出口 | 小时 | 小美 | 饿死 | 所有人 | 刚刚 | 男子 | 一条,0.6952 | 0.2295 | 0.15 | 0.1273 | 0.1221 | 0.1172 | 0.1102 | 0.1102 | 0.1099 | 0.1061
BV18z4y1C7rX,【硬核社会学】996、内卷、打工人：马克思为什么是对的（上）,資本 | 公人 | 生產 | 價值 | 社會 | 克斯 | 制度 | 勞動力 | 創造 | 人類,0.5161 | 0.3009 | 0.2487 | 0.2288 | 0.1929 | 0.158 | 0.1536 | 0.1533 | 0.1527 | 0.1442
BV1Ux4y157zd,女下属失误导致集团丢掉大单，领导知道原因后不惜提高业绩压力也要保全她！,拿走 | 小小 | 结婚 | 活着 | 城市 | 刚刚 | 办法 | 得到 | 情况 | 活下去,0.7915 | 0.4164 | 0.1343 | 0.1269 | 0.1136 | 0.1059 | 0.0946 | 0.0891 | 0.0886 | 0.0816
BV1G4zzYKEgG,什么是顶级压榨？恶劣程度堪比早八996！甚至连动物都不放过！,村民 | 動物 | 裝備 | 遇到 | 模組 | 上線 | 之心 | 位子 | 可愛的 | 想過,0.3385 | 0.3173 | 0.3173 | 0.1932 | 0.1763 | 0.1693 | 0.1635 | 0.1635 | 0.1587 | 0.1587
BV1cVRSYSEWC,假装自己是日本社畜，错过末班地铁是什么下场？,日本 | 方式 | 旅馆 | 五块 | 错过 | 选择 | 电脑 | 下班 | 服务 | 东京,0.4114 | 0.2419 | 0.1803 | 0.1623 | 0.158 | 0.1493 | 0.1318 | 0.1306 | 0.1268 | 0.1217
BV1gG411H7Cp,话晾这！不含肉的淀粉肠yyds~,好处 | 小心 | 好吃 | 有点 | 差一点 | 电源 | 底部 | 梦想 | 几块 | 妈呀,0.3735 | 0.3069 | 0.2607 | 0.2191 | 0.201 | 0.201 | 0.201 | 0.1957 | 0.1957 | 0.191
BV1bw411f7Nz,备孕9个月还没成功，我。。。。。。,我覺 | 男孩子 | 我媽 | 小孩 | 預期 | 然後我 | 基本上 | 那麼 | 其實 | 健康,0.3221 | 0.2052 | 0.1832 | 0.1791 | 0.1699 | 0.1658 | 0.1616 | 0.1516 | 0.1496 | 0.1437
BV1ee411Z7ar,什么神仙职业！不用996还能游遍全国？,多万 | 强国 | 沙漠 | 打卡 | 大好 | 各地 | 头上 | 神仙 | 左边 | 三百,0.7927 | 0.1585 | 0.1522 | 0.147 | 0.1427 | 0.1355 | 0.1325 | 0.1325 | 0.1325 | 0.1325
BV1PQ4y127pw,人社部 最高法 ：“996和007”全部违法,勞動者 | 無效 | 法律 | 小哥 | 案例 | 違反 | 確認 | 中華 | 共和 | 權力,0.3008 | 0.2906 | 0.2671 | 0.2566 | 0.243 | 0.2089 | 0.2005 | 0.2005 | 0.2005 | 0.183
BV1aqtNecEdp,这种“内卷”我还真是头一次见...,比比 | 考试 | 一到 | 学家 | 两天 | 平时 | 游戏 | 方法 | 一半 | 一轮,0.6622 | 0.3432 | 0.2725 | 0.2142 | 0.1599 | 0.1481 | 0.1468 | 0.1378 | 0.134 | 0.119
BV1Cz421B7sV,月薪1700事件上热搜，政策向解读如何面对就业压力,政策 | 就業 | 港位 | 工作 | 討論 | 其實 | 單位 | 生活 | 一千 | 關注,0.389 | 0.3286 | 0.1926 | 0.1768 | 0.1643 | 0.1638 | 0.1583 | 0.1582 | 0.1508 | 0.1486
BV1iW4y1o73v,他说要建设祖国的西北，你可以选择摆烂，但请不要给一腔热血的人泼冷水。,過來 | 教過 | 城市 | 全國 | 台上 | 給你們 | 各地 | 那裡 | 領導 | 剛才,0.4413 | 0.408 | 0.395 | 0.1892 | 0.1836 | 0.1836 | 0.1744 | 0.1705 | 0.1671 | 0.161
BV1q4qdYpEUm,可不可以强制让他们加班,那邊 | 回去 | 強制 | 不會 | 看來 | 有個 | 一個 | 基本上 | 你們 | 找到,0.3759 | 0.3119 | 0.2479 | 0.2128 | 0.2009 | 0.1927 | 0.1744 | 0.1571 | 0.1515 | 0.1324
BV1tfK3e9Ezb,恶魔入侵了这个小镇，而主角只是个打工人,结局 | 一個 | 這是 | 出現 | 爺爺 | 清理 | 公園 | 旁邊 | 裡面 | 找到,0.3175 | 0.2072 | 0.1997 | 0.1618 | 0.1588 | 0.154 | 0.1524 | 0.1413 | 0.1396 | 0.1377
BV1DgRAYNEBS,葫芦娃也躺平？妖怪，我叫你一声你敢答应吗？秀儿解说,皮膚 | 葡萄 | 姐姐 | 四个 | 游戏 | 地图 | 点菜 | 小伙 | 吃饭 | 道具,0.4529 | 0.3974 | 0.3371 | 0.2724 | 0.2179 | 0.2128 | 0.1638 | 0.1229 | 0.114 | 0.1132
BV1aTvvBMECR,避开内卷！这些没人瞧得上的副业，悄悄月入过万不是梦！,指数 | 项目 | 打卡 | 手机 | 转转 | 管子 | 玉米 | 自动 | 升级 | 期间,0.6518 | 0.4901 | 0.1814 | 0.142 | 0.1252 | 0.1252 | 0.1209 | 0.1068 | 0.0995 | 0.0906
BV163411B7cE,采访加班？无偿？996？,加班 | 先生 | 公司 | 资源 | 早点 | 行为 | 老板 | 被迫 | 采访 | 办法,0.6711 | 0.255 | 0.2513 | 0.198 | 0.1945 | 0.1827 | 0.1417 | 0.1374 | 0.1374 | 0.1325
BV1kj411M78k,女下属失误导致集团丢掉大单，领导知道原因后不惜提高业绩压力也要保全她！,拿走 | 小小 | 结婚 | 活着 | 城市 | 刚刚 | 办法 | 得到 | 情况 | 活下去,0.7915 | 0.4164 | 0.1343 | 0.1269 | 0.1136 | 0.1059 | 0.0946 | 0.0891 | 0.0886 | 0.0816
BV17X4y1q7We,用离职的心态去打工，简直太爽了,领导 | 心态 | 同事 | 压力 | 离职 | 孤立 | 那好 | 热情 | 一下 | 下个,0.7033 | 0.1758 | 0.1739 | 0.1412 | 0.128 | 0.1229 | 0.1187 | 0.1187 | 0.1138 | 0.1121
BV1KY4y1j7JE,我槽尼马！我刚提的新车！后续来啦！,星星 | 明星,0.9225 | 0.386
BV1dr4y1T7Ki,消化一下：共和国的未来，不能靠年轻人996,经济 | 社会 | 互联网 | 中国 | 资本 | 消费 | 工人 | 小时 | 工作 | 时间,0.2522 | 0.2175 | 0.2173 | 0.2023 | 0.1962 | 0.1918 | 0.1861 | 0.1795 | 0.178 | 0.1774
BV1854y167zk,他拍下流水线上的年轻女性，看着她们慢慢被时代淘汰,密集 | 照片 | 中国 | 工厂 | 生成 | 电池 | 关注 | 回到 | 知识 | 生产,0.4721 | 0.3174 | 0.1927 | 0.1849 | 0.1797 | 0.1475 | 0.1457 | 0.1365 | 0.1167 | 0.1167
BV1UK4y1M7dg,第10期（下）：辣椒也内卷？围观全球吃辣高阶段位【非正式会谈第6.5季】,怎麼 | 便宜 | 手機 | 關注 | 科技 | 理解 | 其實 | 養樂多 | 顧客 | 這是,0.3458 | 0.3246 | 0.2663 | 0.218 | 0.2174 | 0.179 | 0.1602 | 0.1471 | 0.1471 | 0.1371
BV1C14y1x7fm,爱情有时候就是这样来的悄无声息,這些,1.0
